-1.470102967	0.8470850287	2.727772146	1.327576247	-0.0350154182	1.016790233	2.961687833	-3.001206121	1.078290771	1.26788289	1.637928086	2.569213098	-0.001872156771	1.575284935	-5.013998217	-0.8463892656	0.4663562871	2.867522706	-2.662857614	-2.687582201	0.9685194763	0.2082647662	-0.626265384	1.237661241	-0.02280225677	1.111015558	2.337233834	-0.7833249449	-1.613172335	1.338033676	-0.8532844944	-0.8511108235	-2.806272407	-1.848311831	-3.179377385	1.298200099	2.183411862	2.688646272	1.557696629	-3.079175253	2.677608266	-0.02605297663	-1.848625154	-2.984675227	3.016152597	-2.032206223	-3.53123155	7.570809774	-0.2141576224	1.841080415	-0.2182670209	1.360755464	2.435041289	3.14366603	-1.031645806	-1.119121295	-0.6017031349	-1.517156993	-1.208652413	-0.06111151027	1.686330101	1.443650097	2.926306396	-3.046301151	
-1.478666122	0.9685175972	2.980908131	1.031349241	-0.07685970178	1.25820686	2.373947716	-3.329648572	0.202386726	1.660800626	2.137793281	2.678954684	0.3430807466	1.716229371	-3.489248614	-0.6626532833	-0.8260319566	2.403239422	-2.57041835	-2.102594269	1.218766635	-0.1990555722	-2.139890152	1.20782825	-0.4227353801	1.228420309	1.840568461	-1.456406899	0.6683892241	0.4919284827	-0.6296182799	-0.7721509901	-3.101901584	-1.862747626	-2.215944886	0.5887860066	0.935655654	2.635622792	0.5530078298	-2.490102786	2.471376014	-0.9146880996	0.4699588967	-4.158174279	3.184301068	-0.9277645361	-2.652531312	3.218998886	-0.2919230216	-0.343538373	0.07631567788	1.459503727	2.099935162	3.017094899	-1.446801752	-3.013241707	-2.501664509	-0.8794348988	-1.005224009	-0.06026460362	1.391975038	1.260807872	0.7287250457	0.8276151148	
-1.566513094	0.9508726904	3.031969698	0.6248089459	-0.2499323126	1.285587815	2.107724488	-3.180023668	-0.1512596464	1.133544438	1.840001971	2.042782306	-0.1359470291	1.531452091	-2.86324437	-0.7518754569	-1.327222281	1.947606811	-2.077202125	-2.62315341	3.025802854	-0.2828662154	-2.479891659	1.201152376	-0.5724182094	0.9683953258	1.220838511	-2.038945974	1.667447433	-0.05272388305	-0.9403412128	-0.4698348599	-1.862077427	-1.224124937	-0.670410302	-0.1250813889	0.9645823396	2.503290121	-0.1096363165	-1.521371512	1.735915301	-0.6211417263	1.834762117	-3.080916409	2.902300461	-0.07791532472	-0.7463808959	2.725153292	-0.3791885101	-1.065477743	-0.5391301384	1.653538516	2.624746776	3.002627683	-1.72881415	-3.056991145	-3.61293047	-0.6834230045	-0.3644730337	-0.8852832111	1.108297555	0.1663313338	0.6939851062	0.6278308989	
-1.592623187	0.899275854	2.864496271	1.19832687	0.2997526404	1.175396007	2.519540201	-2.934940215	0.7897173142	0.5681648198	2.019005195	3.146325279	0.4681118426	2.088583551	-3.51497569	-0.8893109543	-1.224564756	2.788596286	-2.207147333	-2.222987894	1.683765236	0.3927763527	-1.865023176	1.584914306	-0.3065303722	1.511577197	2.205846173	-1.851068107	0.371007662	0.7992583285	-0.8704303515	-1.631881826	-3.418347463	-2.059987769	-2.062921524	0.292158104	0.9143538984	1.736982954	1.122566451	-2.264979701	0.5169253994	-1.104646191	1.526365897	-3.290944539	2.385432278	-1.557704876	-2.918234552	1.779063457	0.263053656	0.02414719596	-0.1349242315	0.8190589698	2.063352617	1.95647727	-1.428850345	-1.785531386	-2.149418647	-2.159889255	-1.502705933	-1.079306258	0.8771910301	0.2453715206	0.9351220173	-2.351294386	
-1.52047606	0.9790496625	2.589689413	0.1373766741	0.336013459	1.294711052	2.373601826	-3.46667639	-0.3597993332	1.071359107	2.228392433	2.552690033	0.8262676402	2.108512256	-3.575799905	-0.9984942147	-0.918004384	2.093697264	-2.385676251	-1.48948224	1.159113638	-0.143601897	-1.742578526	1.752427425	-0.1862012241	1.835953388	1.656618114	-1.904589542	-0.9377985498	0.1800301384	-0.4054155559	-1.088224259	-3.042401392	-1.812027927	-1.9613349	0.5822604465	0.4221368427	2.277681025	0.2082126864	-2.376638069	1.969568713	-1.28777685	-0.1215645019	-3.660218301	2.490507281	-2.049430314	-2.651435578	3.008607369	0.633585387	-0.6962889327	-0.6316789474	0.4776440898	1.351269405	1.236991152	-1.809418698	-2.851792853	-3.247439716	-2.336607238	-2.199928314	-0.2064036858	-0.5523618683	-0.05017892115	-1.193431329	0.3818055077	
-1.553876167	0.6740468926	2.729252793	0.01710592036	-1.213159	0.9857210616	1.779475245	-3.392309774	-0.751648931	-0.2755492455	1.742510726	1.952250314	3.170229692	1.677111977	-2.152640108	-0.7464158042	-1.389152567	2.236572124	-1.620725491	-2.298184073	2.672936958	0.03245922832	-2.033150628	1.705397904	-1.264133079	-0.4811435742	4.983749432	-1.704834763	1.153051782	-0.5799661189	-1.167267525	-1.069320996	-2.640381162	-1.150984487	-0.8273579792	0.6357666802	-0.3872386919	0.887668484	-0.829933859	-1.747435249	3.01573742	-2.103087923	1.03498887	-2.628039258	4.140247562	-1.108260236	-2.244219892	2.704871711	-3.581309034	-0.8416480423	-0.4977755104	0.6887263455	0.9783795038	2.189211126	-0.2346132597	-2.974708408	-3.469749092	-2.696437047	-1.609491695	1.677189694	0.5363135684	0.7554434548	-0.5821501728	0.4845988789	
-1.569754056	1.31029446	2.76402436	-0.4727200861	-0.5339443155	1.141079537	1.807181979	-3.207450314	-0.6790889642	1.373656072	1.65190469	1.677787714	0.3219761504	1.910487916	-3.258456214	-1.202274402	-1.3691037	1.878125556	-1.494155066	-2.662674283	2.375542924	0.1767964622	-2.46828355	2.402174737	-1.054900828	0.9304777022	0.2300600126	-1.357189418	0.2935929146	0.4734201062	-0.8859856443	-1.250027452	-1.49308585	-0.3879141251	-0.6932030659	0.663387596	-0.4950217125	0.9295331303	-0.6805118377	-1.260294809	1.365364484	-1.137434758	0.6331175502	-2.06457858	2.126915149	-1.156259029	-0.8765975828	1.559803131	-1.024254362	-0.3799408416	-0.8566133617	1.23545454	1.468217129	1.462369215	-0.5601240138	-1.911334773	-4.25165997	-2.255358849	-0.4994737687	-0.3774436101	-0.522183927	-0.7651103484	-0.138404189	-0.7896919436	
-1.576732363	1.274343665	2.712285417	-0.5519648264	0.5359432537	1.118984957	1.880648164	-2.998384575	-0.5059208101	2.270840684	1.068236757	1.792947689	0.3097353576	1.657929053	-2.922295292	-1.352729738	-1.287801268	2.629614561	-1.97377686	-2.182718008	1.490387263	0.2268174075	-1.774772557	3.455335738	-1.046218914	1.675033339	1.105454969	-1.197063884	-1.079350662	0.2800874617	-0.3450073936	-1.692752206	-1.070229949	-1.791630842	-1.258935066	0.7583576359	-0.9224536861	0.8537533769	-0.6301674007	-3.207324904	0.7517388937	-1.240499765	0.008727917578	-2.043624998	1.808741727	-2.356980461	-0.5722771631	2.317638255	0.06726497548	-0.5163722913	0.06421018123	0.3989133838	1.774928271	1.039161797	-1.118561254	-2.354610129	-3.511019365	-2.576270066	-0.2697522608	-0.4102506896	-0.2822007367	-0.02724499091	0.5493414324	-0.05731184774	
-1.633686658	1.223414379	2.763787659	-0.5095167156	-0.6744586393	0.939364511	1.429207292	-2.691754191	-0.4566468555	2.022002715	0.6246406729	1.760368646	1.622853899	1.66427512	-2.028419311	-1.105672169	-1.616705969	2.592362564	-1.92339937	-2.102925045	2.289579023	-0.1304450743	-2.128731	3.175973571	-1.129163471	2.992707235	1.817850008	-1.421736304	0.7850593688	-0.5392741369	-0.1342379683	-1.614205234	-1.176406403	-2.293255479	-0.3916118315	-1.209414941	-0.6777341319	1.11510654	-0.6628322552	-1.754221246	0.4051135488	-1.869227965	0.3947549893	-1.943010479	1.62528567	-2.289473218	-1.52238226	2.173854765	-0.8245613083	-0.4693379672	0.7270522735	-0.06736805303	1.835485997	1.194184901	-0.756415604	-1.587545758	-2.909031399	-2.377214013	-0.4200432025	0.1139727322	0.4428750099	-0.3729988124	0.02204491512	-0.3204882363	
-1.731781975	1.206599387	2.531671917	-0.9011762916	-0.02131221085	0.9752268614	1.501653952	-2.721198565	-0.6820179388	1.487302706	0.6051025663	1.50104389	-1.032389779	1.682339367	-2.696283514	-1.379837866	-1.546097057	2.003082156	-1.628815715	-2.464137155	2.067695106	0.1000095444	-2.38144715	3.329958449	-1.069952199	1.394249659	1.517195068	-0.68477079	0.9409450017	-0.3812380118	0.181774012	-1.379444735	-0.5232283186	-1.497186015	0.08220576041	0.2715965302	-0.6747892163	1.182553432	-0.3490653196	-1.42076826	-0.6135399898	-0.888282542	0.2417693275	-1.42325418	1.780300183	-1.809119297	-0.5009733623	1.708959291	-0.2429515491	0.5641032827	-0.1069072349	0.4957340404	1.163181632	0.5602629625	-0.4410155178	-1.694958471	-3.356410176	-2.527467934	-0.8330828378	-0.03978372963	0.2987695892	-0.9389832922	0.2933880255	-0.5083657162	
