WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp03	AROMAAggrComp04	AROMAAggrComp05	AROMAAggrComp07	AROMAAggrComp08	AROMAAggrComp09	AROMAAggrComp10	AROMAAggrComp12	AROMAAggrComp13	AROMAAggrComp14	AROMAAggrComp15	AROMAAggrComp16	AROMAAggrComp17	AROMAAggrComp20	AROMAAggrComp21	AROMAAggrComp22	AROMAAggrComp23	AROMAAggrComp25	AROMAAggrComp27	AROMAAggrComp29	AROMAAggrComp30	AROMAAggrComp31	AROMAAggrComp32	AROMAAggrComp34	AROMAAggrComp36	AROMAAggrComp37	AROMAAggrComp39	AROMAAggrComp41	AROMAAggrComp43	AROMAAggrComp45	AROMAAggrComp46	AROMAAggrComp48	AROMAAggrComp49	AROMAAggrComp54	AROMAAggrComp55	AROMAAggrComp56	AROMAAggrComp59	AROMAAggrComp63	AROMAAggrComp64
2.810056209564209	4.168302059173584	n/a	n/a	n/a	n/a	-0.09659254880000001	0.0301534927	-0.0022992564	0.0429393329	0.3039358129	-0.18526517609999998	-0.12406435800000001	-0.06096146400000001	0.1751460868	-0.07109880519999999	0.0640128475	-0.40091393869999997	0.0796809166	0.0796779445	0.079672991	0.07966605639999999	0.0796571407	0.0796462442	0.0796333672	0.07961851	0.118708	-0.0444896	-0.708439	-0.00155804	-0.00292292	0.000377866	2.7277721460000004	1.327576247	-0.035015418199999995	2.961687833	-3.001206121	1.078290771	1.26788289	2.569213098	-0.001872156771	1.575284935	-5.013998217	-0.8463892656	0.4663562871	-2.687582201	0.9685194762999999	0.2082647662	-0.626265384	-0.022802256769999998	2.337233834	-1.613172335	1.338033676	-0.8532844944	-0.8511108234999999	-1.848311831	1.298200099	2.183411862	1.557696629	2.677608266	-1.848625154	3.016152597	-2.032206223	7.570809774	-0.2141576224	3.14366603	-1.031645806	-1.119121295	-1.208652413	2.926306396	-3.046301151
1.7949812412261963	2.8123714923858643	1.38558328	18.13129616	1.32190621	0.28576113	-0.0279843268	0.032364013	0.045482975499999995	0.07255171099999999	0.15370662359999998	-0.0739743105	0.0648864737	-0.0041613951000000005	-0.038680143199999996	-0.0113945208	-0.0390368397	-0.0859309833	0.079672991	0.0796462442	0.0796016729	0.079539287	0.0794591005	0.07936113139999999	0.0792454015	0.0791119367	0.0967957	-0.0366969	-0.531235	-0.000980431	-0.00228785	1.35024e-05	2.980908131	1.031349241	-0.07685970178	2.373947716	-3.329648572	0.20238672600000002	1.660800626	2.6789546840000003	0.3430807466	1.7162293709999998	-3.4892486139999996	-0.6626532833	-0.8260319566	-2.102594269	1.218766635	-0.19905557219999997	-2.139890152	-0.4227353801	1.840568461	0.6683892241	0.49192848270000006	-0.6296182799	-0.7721509901000001	-1.862747626	0.5887860065999999	0.9356556540000001	0.5530078298	2.471376014	0.4699588967	3.184301068	-0.9277645361	3.218998886	-0.2919230216	3.017094899	-1.4468017519999998	-3.0132417069999997	-1.005224009	0.7287250457	0.8276151148
1.1776115894317627	2.718647718429565	0.99487448	13.01860619	1.01268923	0.13698390000000002	-0.027343865699999997	0.016646766299999997	0.0396970268	0.058569925300000006	0.09375430369999999	-0.035255000099999996	0.0625252682	-0.0057464798	-0.047824692	-0.0301067579	-0.0606835918	-0.0552744368	0.0796571407	0.0795828564	0.0794591005	0.07928595	0.0790635125	0.0787919262	0.0784713601	0.0781020133	0.103509	-0.0465765	-0.435723	-0.000623111	-0.00214759	1.35024e-05	3.031969698	0.6248089459	-0.2499323126	2.107724488	-3.180023668	-0.1512596464	1.133544438	2.042782306	-0.1359470291	1.531452091	-2.86324437	-0.7518754569	-1.3272222809999998	-2.62315341	3.0258028539999997	-0.2828662154	-2.479891659	-0.5724182094	1.220838511	1.6674474330000002	-0.052723883049999996	-0.9403412128	-0.4698348599	-1.224124937	-0.1250813889	0.9645823396	-0.1096363165	1.735915301	1.834762117	2.9023004610000003	-0.07791532472	2.725153292	-0.3791885101	3.002627683	-1.72881415	-3.056991145	-0.36447303369999995	0.6939851062000001	0.6278308989
1.629150390625	0.7215425968170166	1.21515167	15.90108204	1.20557046	0.2592622299999999	-0.0119646525	0.026856685499999998	0.0299216956	0.08517060970000001	0.1448174559	-0.0843545694	0.0218895383	0.010566703799999999	-0.0063386439000000004	-0.011698101399999999	-0.0047891007	-0.1238240152	0.0796333672	0.0794878062	0.0792454015	0.0789064484	0.0784713601	0.0779406664	0.0773150141	0.0765951653	0.128933	-0.0232681	-0.551457	-0.00106301	-0.0034094	0.00020771	2.864496271	1.19832687	0.2997526404	2.519540201	-2.934940215	0.7897173142	0.5681648198	3.1463252789999996	0.4681118426	2.088583551	-3.51497569	-0.8893109543000001	-1.224564756	-2.222987894	1.683765236	0.39277635270000005	-1.865023176	-0.3065303722	2.2058461730000003	0.371007662	0.7992583284999999	-0.8704303515	-1.6318818259999999	-2.059987769	0.292158104	0.9143538984	1.122566451	0.5169253993999999	1.5263658969999998	2.385432278	-1.5577048759999998	1.779063457	0.263053656	1.95647727	-1.428850345	-1.785531386	-1.502705933	0.9351220173	-2.3512943859999997
1.2245490550994873	-1.5488169193267822	1.1657995	15.25527573	1.1100992	0.27889155	-0.0063315539	0.0224186303	0.0150429474	0.0676123134	0.10531622630000001	-0.0422128545	0.0332341682	-0.0060465149	-0.0507801471	-0.015605470500000001	-0.0412902348	-0.0252675291	0.0796016729	0.07936113139999999	0.078960767	0.0784013863	0.0776841155	0.0768103993	0.07578199719999999	0.0746009802	0.0804167	-0.018554	-0.419809	-0.000817572	-0.00218771	-0.000205425	2.5896894130000003	0.1373766741	0.33601345899999996	2.373601826	-3.46667639	-0.3597993332	1.071359107	2.552690033	0.8262676402	2.108512256	-3.575799905	-0.9984942147	-0.9180043840000001	-1.48948224	1.159113638	-0.143601897	-1.742578526	-0.1862012241	1.656618114	-0.9377985498	0.1800301384	-0.40541555590000006	-1.088224259	-1.812027927	0.5822604465	0.4221368427	0.2082126864	1.9695687130000001	-0.1215645019	2.4905072809999997	-2.049430314	3.008607369	0.633585387	1.236991152	-1.8094186980000002	-2.851792853	-2.199928314	-1.193431329	0.38180550770000005
-4.0983262062072745	-0.8411490321159363	1.29797959	16.98494148	1.31454074	0.14338294749999997	0.0182119215	0.0264488774	0.0316772953	0.0424624563	0.0076790006	-0.040392874	0.0572676229	0.013364118000000001	-0.0444627466	0.0402695572	0.0003657181	0.0030760683	0.0795620609	0.07920288240000001	0.078605452	0.0777715671	0.076703736	0.0754051709	0.0738797779	0.0721321458	0.0873728	-0.0135463	-0.374299	5.23395e-06	-0.00138235	-0.000295442	2.729252793	0.01710592036	-1.213159	1.779475245	-3.3923097739999997	-0.751648931	-0.2755492455	1.952250314	3.170229692	1.6771119769999998	-2.152640108	-0.7464158042	-1.3891525669999998	-2.2981840730000003	2.672936958	0.03245922832	-2.033150628	-1.264133079	4.983749432	1.1530517820000001	-0.5799661189	-1.167267525	-1.0693209959999999	-1.1509844870000001	0.6357666802	-0.3872386919	-0.829933859	3.01573742	1.03498887	4.140247562	-1.108260236	2.7048717110000005	-3.581309034	2.189211126	-0.2346132597	-2.974708408	-1.609491695	-0.5821501728	0.48459887890000003
0.432009220123291	-1.2880831956863403	1.15204167	15.0752449	1.32450521	0.2002539975	0.0161520977	0.0152557449	0.0365224105	0.0325421552	-0.031392835699999996	-0.0186588574	0.0489585381	-0.0002825067	-0.0489983418	0.0370044042	0.0104149553	0.0335491367	0.0795145352	0.0790131222	0.07817977450000001	0.07701799320000001	0.0755326589	0.0737300115	0.0716176239	0.06920437019999999	0.095899	-0.0510282	-0.284128	-0.0008635589999999999	-0.00169871	-0.000391787	2.76402436	-0.4727200861	-0.5339443155	1.807181979	-3.207450314	-0.6790889642	1.373656072	1.6777877140000002	0.3219761504	1.910487916	-3.2584562139999997	-1.202274402	-1.3691037	-2.6626742830000003	2.375542924	0.17679646219999998	-2.46828355	-1.054900828	0.23006001260000003	0.29359291460000003	0.47342010619999997	-0.8859856443	-1.250027452	-0.3879141251	0.663387596	-0.4950217125	-0.6805118377	1.365364484	0.6331175502	2.1269151490000002	-1.156259029	1.559803131	-1.024254362	1.462369215	-0.5601240138	-1.911334773	-0.4994737687	-0.138404189	-0.7896919436
3.2140533924102783	-0.3965164422988892	0.90829742	11.88568687	0.96761227	0.10608687000000004	0.029972440899999998	-0.0013058021	0.0227417246	0.012816326999999999	-0.0128037279	-0.026968619	-0.0038282671000000002	0.0206210721	-0.021785865	-0.00035175410000000005	0.0249194247	-0.0033948728000000004	0.0794591005	0.0787919262	0.0776841155	0.0761418637	0.0741737957	0.0717909178	0.0690065559	0.0658362814	0.07431899999999998	-0.00846268	-0.292011	-0.000477972	-0.00140313	-0.000391787	2.712285417	-0.5519648264	0.5359432537	1.8806481640000001	-2.998384575	-0.5059208101	2.270840684	1.792947689	0.30973535760000004	1.6579290530000002	-2.922295292	-1.352729738	-1.287801268	-2.182718008	1.4903872630000001	0.2268174075	-1.774772557	-1.046218914	1.105454969	-1.079350662	0.28008746170000004	-0.3450073936	-1.692752206	-1.7916308419999998	0.7583576359	-0.9224536861	-0.6301674007	0.7517388937	0.008727917578	1.808741727	-2.356980461	2.317638255	0.06726497547999999	1.039161797	-1.118561254	-2.354610129	-0.2697522608	0.5493414324	-0.057311847740000005
0.9791909456253052	0.2208193838596344	0.88282335	11.55234146	0.93332952	0.08601489500000001	0.0288092852	-0.012575870900000001	0.024030355099999998	0.001882703	-0.0276837586	-0.0251803427	-0.0009738438	0.0100892235	-0.0400964225	0.0219093947	-0.0114891814	0.0162416601	0.0793957623	0.0785393826	0.0771189187	0.0751445727	0.0726305248	0.06959483129999999	0.066059295	0.062049308899999996	0.0715972	0.00123289	-0.261438	-2.85255e-05	-0.00127892	-0.000104953	2.7637876589999997	-0.5095167156	-0.6744586393	1.4292072919999999	-2.6917541910000002	-0.45664685549999995	2.022002715	1.7603686459999999	1.622853899	1.66427512	-2.028419311	-1.105672169	-1.616705969	-2.102925045	2.289579023	-0.1304450743	-2.128731	-1.129163471	1.8178500080000002	0.7850593687999999	-0.5392741368999999	-0.1342379683	-1.6142052340000002	-2.293255479	-1.209414941	-0.6777341319	-0.6628322552	0.4051135488	0.39475498929999997	1.62528567	-2.289473218	2.173854765	-0.8245613083	1.1941849009999999	-0.7564156040000001	-1.587545758	-0.4200432025	0.02204491512	-0.3204882363
0.753727912902832	-0.6832071542739868	0.94166934	12.32238102	1.02148533	0.207153265	0.0327127863	-0.0074244313	0.0276133938	0.0069052788	-0.08490220009999999	-0.0290994069	0.0043313985999999995	0.0152664984	-0.0269410852	0.015751621599999998	0.0419711163	0.0696520711	0.0793245269	0.0782555917	0.07648469	0.0740277072	0.070906683	0.0671496133	0.0627901998	0.057867547199999994	0.0601967	-0.0427569	-0.179697	-0.000990094	-0.00108092	0.000135918	2.5316719169999997	-0.9011762916	-0.02131221085	1.5016539519999998	-2.721198565	-0.6820179388	1.487302706	1.50104389	-1.032389779	1.682339367	-2.6962835139999997	-1.379837866	-1.5460970569999999	-2.464137155	2.067695106	0.1000095444	-2.38144715	-1.069952199	1.5171950680000001	0.9409450017000001	-0.3812380118	0.18177401199999998	-1.379444735	-1.497186015	0.2715965302	-0.6747892163	-0.34906531960000003	-0.6135399898	0.2417693275	1.780300183	-1.8091192969999998	1.708959291	-0.2429515491	0.5602629625	-0.44101551780000003	-1.6949584709999999	-0.8330828378	0.2933880255	-0.5083657161999999
0.972905933856964	0.10655304789543152	0.88570178	11.59000778	0.94247884	0.12392254	0.0305138396	-0.021159149	0.0245256964	-0.0318954773	-0.0500418287	-0.0155928653	-0.0480434246	0.0074555678	0.0309215352	0.025809995099999997	0.04619520269999999	-0.014968256299999998	0.0792454015	0.0779406664	0.07578199719999999	0.0727930445	0.0690065559	0.06446401709999999	0.0592151971	0.053317602900000004	0.0193438	0.00364619	-0.168413	-0.00062469	-0.00108092	0.000278165	2.108535987	-0.9898052179000001	0.1066419117	1.547000749	-2.6873896489999995	-0.4126325939	1.5183492180000002	1.572629139	0.16860344170000002	1.562623298	-2.412142175	-1.311101101	-1.170242932	-2.361273563	1.044281517	0.21659023260000002	-1.2814791620000001	-1.001548229	2.690889428	-0.8686829902	-0.2859996041	0.7763637504	-2.453044701	-1.72374374	1.4857985280000001	-0.5692208399	0.2613718094	-0.054814606550000006	-0.6440300843	1.88887314	-2.663435174	1.905357884	0.3171536432	0.5920360589	-0.09963260199999999	-1.865275346	-1.08389423	1.005286537	1.250025742
0.7193666696548462	0.7448849678039551	0.88251239	11.54827213	0.8749302	0.132481825	0.026795930899999997	-0.0258296067	0.0181689287	-0.030873994900000003	-0.034933249900000005	0.0288861542	-0.0267912958	0.022280501	0.0036712302000000002	0.00061019	-0.011020571299999999	0.044021026799999995	0.0791583938	0.0775947322	0.0750114692	0.07144254900000001	0.0669348677	0.061547656500000006	0.05535170389999999	0.0484284251	0.0181602	-0.00585794	-0.123403	-0.00014233	-0.000371902	-6.61389e-05	2.338969213	-1.078035239	0.048850070350000004	1.340337277	-2.677075662	-0.6911260137	1.371165442	1.6128339459999999	-0.1052530542	1.705876674	-1.325756452	-1.265628894	-1.337656131	-2.055535699	2.140645266	-0.2410375772	-1.587849522	-0.8823697398	2.550927509	1.083020515	-0.42734605299999995	0.5760281383	-1.526922099	-2.125575857	0.5301534328999999	-0.6750078824	0.1830269216	-0.46244010729999996	0.602857889	1.785459175	-2.453087397	2.01368933	-0.206377752	1.212161297	-0.6207345611	-1.71019722	-0.9261717537999999	0.5276446486999999	1.2447612270000001
-0.9757009148597716	-1.4876937866210938	0.73172444	9.57510948	0.77879715	0.10774406500000001	0.043112975899999996	-0.0111243826	0.017789468500000002	0.008649629300000001	-0.09770503789999999	0.0090197781	-0.0141902175	0.0267218869	-0.0141234761	0.0177344037	0.0228108331	0.0806278806	0.0790635125	0.0772179265	0.0741737957	0.06997837	0.06469676889999999	0.058410971299999996	0.051218542699999994	0.043231121100000006	0.0260584	-0.0201667	-0.0861202	-0.000673789	-0.000672941	-0.000198727	2.1856525280000003	-1.273223328	0.04755375723	1.325612875	-2.489753114	-0.7774383990000001	1.16433431	1.639379677	-1.258272511	1.870689108	-1.995827069	-1.4194760290000001	-1.4949869230000001	-2.042713369	2.366070292	0.108792291	-1.834045041	-0.9259946918999999	1.049259617	0.8032903395000001	-0.363660311	0.3927682996	-1.4155512319999999	-1.7388531109999998	0.3933817325	-0.601490525	0.19229217839999999	-1.055812405	0.6062700884000001	1.341262672	-2.098215632	1.45590637	-0.1459404748	0.5324283401	-1.326372514	-1.226920938	-1.106185788	0.9015848573	0.6032402872
-0.6345135569572449	-3.0089077949523926	0.81474489	10.66148853	0.80836636	0.046651099	0.059536978899999995	-0.00616167	0.0041799035	0.014656498600000002	-0.0770132783	0.022105081600000003	-0.0412311239	0.0411238289	-0.0018151656	0.031250743500000004	0.033534784399999996	0.0377962919	0.078960767	0.0768103993	0.0732697267	0.0684028372	0.062297823700000005	0.055065189900000006	0.04683585	0.0377587588	0.008537599999999998	-0.000999301	-0.08612029999999998	-0.000675242	-0.000766132	-0.000303339	1.947973441	-1.43251747	0.5147471689	1.3443441530000002	-2.458509061	-0.8111452187999999	1.634119396	1.728071167	-0.2984220064	1.83540781	-2.3837331180000003	-1.4066128999999998	-1.350430154	-1.860373511	0.8968868245	0.2934710326	-1.273402607	-0.86362581	1.0144327020000001	-0.6146021767000001	0.10136174070000001	0.3650079457	-1.884704972	-2.089957775	0.9762455101	-0.8331031567	0.8556822981000001	-0.5043923241	-0.4270246936	1.115389861	-2.692400176	0.8651016665000001	-0.049753458849999994	0.4981740906	-2.205704147	-1.169989575	-0.552956551	0.6332797092	0.782639429
-0.9618443250656128	-1.660492777824402	0.77979362	10.20412731	0.71565723	0.06081415100000001	0.0629006117	0.0058061282999999995	-0.0012378475	0.0012934939	-0.0783213129	0.028769595699999997	-0.0217275786	0.0489331696	-0.0216822966	0.036991400699999996	0.0203613243	0.06860037440000001	0.0788501677	0.07637231280000001	0.0723000714	0.0667184577	0.0597439963	0.0515222895	0.04222497769999999	0.0320461562	0.0202918	0.00206755	-0.103531	-0.000296765	-0.000659648	-0.000216652	2.225594131	-1.239120096	0.07873913672	1.2591049909999998	-2.336530629	-0.8659936533	1.647248455	1.584548041	-0.1010972979	1.642736992	-1.4898652069999998	-1.149668913	-1.3795611980000002	-2.035639167	2.1117709319999998	0.165699765	-1.591668563	-1.460271101	1.012089518	1.062905136	-0.470984315	-0.1603248801	-1.589991655	-2.1126241969999997	0.42640052219999997	-1.0977449129999999	0.05617159025	-0.09433372714	0.6879918556999999	1.6064167459999998	-2.308702662	1.122671655	-0.3560654918	1.058408903	-2.393762304	-1.024658791	-0.4411591139	0.609061834	1.153020753
0.2674044966697693	-2.3993582725524902	0.80860484	10.58114147	0.82118958	0.17280304999999999	0.0613226813	0.0159902145	0.0172166951	0.008788697	-0.10234451900000001	0.033226999199999996	-0.0096958202	0.0424596479	-0.0389761104	0.0412787598	0.036540405	0.0633534305	0.0787317254	0.07590384110000001	0.07126569769999999	0.06492791190000001	0.0570416359	0.047794952599999996	0.0374083895	0.0261296598	0.0260367	-0.0223201	-0.0378473	-0.000990094	-0.00133092	-0.000391787	1.8551531030000001	-1.592759899	0.21900449440000003	1.289108523	-2.383382315	-1.039130665	1.182348899	1.275948047	0.0427823228	1.519998659	-2.555134586	-1.3494995859999999	-1.260630665	-2.401557327	1.9296536469999999	0.39548067130000003	-1.707681695	-1.290587527	0.014933761519999998	-0.2630440176	0.1182110182	-0.6349255545	-1.2114022290000002	-0.9834276881999999	0.5059534529999999	-1.259895089	-0.1256851999	-0.2889466062	0.1869698025	1.301100863	-2.076250476	0.7992154996999999	-0.10330672769999999	0.8586735645999999	-2.359066864	-0.6662706103	-0.39962541170000004	0.7994537828	0.9295242585
